stop_number,stop_name,x_pos,y_pos,max_capacity,Stop_000,Stop_001,Stop_002,Stop_003,Stop_004,Stop_005,Stop_006,Stop_007,Stop_008,Stop_009,Stop_010,Stop_011,Stop_012,Stop_013,Stop_014,Stop_015,Stop_016,Stop_017,Stop_018,Stop_019,Stop_020,Stop_021,Stop_022,Stop_023,Stop_024,Stop_025,Stop_026,Stop_027,Stop_028,Stop_029,Stop_030,Stop_031,Stop_032,Stop_033,Stop_034,Stop_035,Stop_036,Stop_037,Stop_038,Stop_039,Stop_040,Stop_041,Stop_042,Stop_043,Stop_044,Stop_045,Stop_046,Stop_047,Stop_048,Stop_049,Stop_050,Stop_051,Stop_052,Stop_053,Stop_054,Stop_055,Stop_056,Stop_057,Stop_058,Stop_059,Stop_060,Stop_061,Stop_062,Stop_063,Stop_064,Stop_065,Stop_066,Stop_067,Stop_068,Stop_069,Stop_070,Stop_071,Stop_072,Stop_073,Stop_074,Stop_075,Stop_076,Stop_077,Stop_078,Stop_079,Stop_080,Stop_081,Stop_082,Stop_083,Stop_084,Stop_085,Stop_086,Stop_087,Stop_088,Stop_089,Stop_090,Stop_091,Stop_092,Stop_093,Stop_094,Stop_095,Stop_096,Stop_097,Stop_098,Stop_099,Stop_100,Stop_101,Stop_102,Stop_103,Stop_104,Stop_105,Stop_106,Stop_107,Stop_108,Stop_109,Stop_110,Stop_111,Stop_112,Stop_113,Stop_114,Stop_115,Stop_116,Stop_117,Stop_118,Stop_119,Stop_120,Stop_121,Stop_122,Stop_123,Stop_124,Stop_125,Stop_126,Stop_127,Stop_128,Stop_129,Stop_130,Stop_131,Stop_132,Stop_133,Stop_134,Stop_135,Stop_136,Stop_137,Stop_138,Stop_139,Stop_140,Stop_141,Stop_142,Stop_143,Stop_144,Stop_145,Stop_146,Stop_147,Stop_148,Stop_149,Stop_150,Stop_151,Stop_152,Stop_153,Stop_154,Stop_155,Stop_156,Stop_157,Stop_158,Stop_159,Stop_160,Stop_161,Stop_162,Stop_163,Stop_164,Stop_165,Stop_166,Stop_167,Stop_168,Stop_169,Stop_170,Stop_171,Stop_172,Stop_173,Stop_174,Stop_175,Stop_176,Stop_177,Stop_178,Stop_179,Stop_180,Stop_181,Stop_182,Stop_183,Stop_184,Stop_185,Stop_186,Stop_187,Stop_188,Stop_189,Stop_190,Stop_191,Stop_192,Stop_193,Stop_194,Stop_195,Stop_196,Stop_197,Stop_198,Stop_199,Stop_200,Stop_201,Stop_202,Stop_203,Stop_204,Stop_205,Stop_206,Stop_207,Stop_208,Stop_209,Stop_210,Stop_211,Stop_212,Stop_213,Stop_214,Stop_215,Stop_216,Stop_217,Stop_218,Stop_219,Stop_220,Stop_221,Stop_222,Stop_223,Stop_224,Stop_225,Stop_226,Stop_227,Stop_228,Stop_229,Stop_230,Stop_231,Stop_232,Stop_233,Stop_234,Stop_235,Stop_236,Stop_237,Stop_238,Stop_239,Stop_240,Stop_241,Stop_242,Stop_243,Stop_244,Stop_245,Stop_246,Stop_247,Stop_248,Stop_249,Stop_250,Stop_251,Stop_252,Stop_253,Stop_254,Stop_255,Stop_256,Stop_257,Stop_258,Stop_259,Stop_260,Stop_261,Stop_262,Stop_263,Stop_264,Stop_265,Stop_266,Stop_267,Stop_268,Stop_269,Stop_270,Stop_271,Stop_272,Stop_273,Stop_274,Stop_275,Stop_276,Stop_277,Stop_278,Stop_279,Stop_280,Stop_281,Stop_282,Stop_283,Stop_284,Stop_285,Stop_286,Stop_287,Stop_288,Stop_289,Stop_290,Stop_291,Stop_292,Stop_293,Stop_294,Stop_295,Stop_296,Stop_297,Stop_298,Stop_299
88,Stop_088,35600,1000,1360,10,3,4,6,1,1,6,8,1,7,2,6,5,1,1,3,3,6,7,0,5,5,1,5,2,2,5,6,4,3,3,0,5,0,5,4,2,2,4,2,3,4,2,3,1,4,2,2,0,1,3,2,3,2,2,1,0,1,1,2,3,0,1,1,1,2,2,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,2,1,2,2,2,1,2,2,1,1,2,3,1,1,3,3,0,4,1,3,1,1,2,3,3,4,1,4,3,1,1,4,3,4,0,0,2,1,3,5,6,4,2,3,6,3,3,3,5,1,7,1,6,4,2,0,4,2,8,3,3,3,4,0,7,8,8,2,8,3,4,9,8,4,1,7,6,9,9,3,5,7,0,2,7,7,9,7,4,1,7,4,7,8,3,2,3,1,4,6,4,1,6,5,4,10,1,2,6,12,1,2,11,12,11,7,11,10,6,4,12,4,5,13,9,4,5,1,9,6,9,15,7,12,4,0,3,15,2,12,0,3,7,11,4,12,2,1,10,1,3,9,1,15,11,4,15,6,6,7,17,11,0,16,11,13,11,7,10,12,6,10,2,16,17,17,16,12,11,10,17,19,18,6,18,18,11,1,9,19,12,20
89,Stop_089,36000,1000,1314,14,2,5,3,7,6,2,7,5,1,5,6,3,1,0,3,6,6,6,1,1,5,5,6,3,1,0,1,5,6,5,1,3,4,0,5,1,3,3,2,3,2,3,3,0,0,2,4,4,0,3,1,2,1,3,2,3,3,1,0,2,2,3,1,1,1,1,2,1,2,2,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,2,2,0,2,0,1,0,1,1,1,3,1,2,2,2,1,0,2,3,0,1,4,4,3,4,0,5,3,4,2,5,3,0,3,0,3,2,4,6,5,4,2,1,0,4,1,3,1,2,5,7,6,5,1,3,7,2,1,3,4,8,1,3,4,8,1,8,1,3,9,6,3,7,3,1,1,1,7,7,7,7,0,3,4,10,1,0,1,3,2,9,0,7,0,8,3,9,11,9,7,12,11,12,8,1,9,7,10,4,12,8,11,7,12,6,10,12,4,7,12,13,2,2,7,0,10,14,3,5,5,5,6,0,15,3,1,0,13,13,10,8,9,1,1,13,6,7,10,16,12,6,7,4,6,7,4,7,1,13,12,3,7,16,13,17,15,11,5,7,18,5,1,4,9,2,9,1,10,14,15,16,14,6,17,19,8,8,13,23
90,Stop_090,36400,1000,1226,8,2,4,1,6,1,4,6,5,6,0,0,8,4,6,1,4,7,4,3,6,1,5,3,6,2,1,6,5,1,2,3,1,0,3,1,1,2,5,1,4,1,2,0,4,2,1,3,2,3,1,3,4,1,2,1,0,1,3,2,3,3,1,1,1,2,2,0,1,1,2,2,1,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,2,1,1,0,1,0,2,1,1,2,3,2,1,2,1,1,2,2,0,1,3,1,3,3,2,0,3,3,0,0,3,3,2,2,2,4,4,1,5,5,3,3,4,3,5,0,6,2,2,0,3,2,3,3,1,2,3,2,7,7,3,5,2,6,7,3,8,3,7,8,3,7,0,2,4,5,5,3,8,6,8,9,6,1,0,10,2,4,8,7,1,6,9,9,3,11,9,7,6,2,10,2,1,5,7,2,9,6,12,2,10,6,1,0,8,12,2,4,4,11,1,1,4,9,10,3,6,9,6,8,2,11,13,2,11,8,15,2,12,15,7,8,9,1,8,2,4,6,1,2,7,9,9,4,15,2,15,5,4,13,16,1,5,1,5,15,16,12,11,18,16,0,2,5,15,5,2,4,6,11,6,7,10,16,9,0,9,14,9,1,13,17
91,Stop_091,36800,1000,1346,7,1,9,6,2,2,8,1,6,2,7,7,6,7,7,6,2,5,6,0,5,5,3,5,6,1,3,6,4,5,1,5,1,2,2,5,2,5,5,2,0,2,2,1,1,0,2,2,1,2,2,4,3,3,2,1,3,0,2,0,1,2,2,2,2,3,0,2,2,0,1,2,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,2,1,2,1,1,2,0,1,1,1,0,2,1,2,3,0,2,1,3,3,1,2,2,3,4,1,3,4,1,1,2,3,2,4,5,2,4,4,5,3,5,4,5,3,3,4,2,1,5,5,2,4,2,1,5,1,6,5,3,6,1,7,7,4,4,0,1,5,3,4,6,8,1,8,6,1,9,7,9,3,4,4,9,0,8,1,6,4,3,2,3,10,11,8,2,7,1,1,10,9,7,7,11,8,8,9,7,2,2,9,11,10,8,2,12,10,2,6,9,9,12,4,11,11,2,3,8,2,8,0,12,12,12,5,5,7,6,1,5,13,15,12,15,10,6,4,3,3,8,13,5,8,3,5,10,3,16,13,7,16,2,9,3,9,9,1,1,10,16,5,13,14,4,11,7,17,13,10,3,1,6,4,18,10,10,8,12,19,3,11,10,20,7
92,Stop_092,37200,1000,1345,10,4,3,7,7,8,8,6,4,4,5,4,6,4,7,4,7,5,2,6,5,3,5,2,3,2,5,6,0,2,1,5,0,5,5,0,4,3,2,2,4,1,3,1,1,1,4,0,1,4,1,3,1,0,1,4,3,2,1,1,3,1,0,0,1,2,1,2,2,1,1,0,1,2,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,2,1,1,1,1,0,1,2,0,1,1,2,1,1,0,3,1,4,2,4,1,1,1,0,0,3,4,4,4,4,2,4,2,2,2,2,4,3,5,2,4,6,1,5,4,7,3,3,2,1,5,6,4,3,3,0,8,4,5,1,2,7,4,1,8,2,1,5,8,6,8,2,2,0,6,9,8,4,7,9,8,1,4,0,9,2,4,1,9,4,9,0,8,7,9,3,2,0,0,5,3,2,8,3,11,8,8,12,9,3,8,12,1,2,3,5,7,14,11,1,11,13,12,12,10,7,3,5,0,2,2,2,2,13,15,3,16,5,12,1,16,7,5,11,8,5,14,16,5,3,14,16,9,11,8,7,7,8,17,14,6,6,17,4,17,12,5,6,9,12,8,19,5,9,10,15,5,9,19,8,18,6,8,12,20,22
93,Stop_093,37600,1000,1291,14,3,9,7,8,3,6,0,4,1,4,7,1,2,5,7,2,4,3,1,5,3,5,1,0,7,3,5,6,3,4,1,6,1,0,3,1,1,4,4,3,5,2,3,2,3,1,1,1,2,4,3,4,4,3,2,3,1,2,3,2,0,1,1,2,0,2,2,0,1,1,2,0,1,1,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,2,0,0,2,2,1,2,1,2,2,2,1,2,1,1,3,2,2,2,2,3,3,3,2,3,2,2,2,1,0,3,1,0,0,1,4,4,5,3,2,4,1,5,3,1,4,6,2,1,2,1,2,3,2,4,5,5,2,5,1,1,1,3,7,0,1,3,2,7,7,6,7,6,7,2,2,9,5,2,5,6,8,0,4,10,6,2,6,5,6,4,5,10,4,11,0,10,7,3,4,9,9,1,5,3,5,6,1,0,5,4,7,7,7,2,3,8,10,10,1,7,7,9,12,5,8,12,1,1,6,9,4,3,3,5,13,13,10,1,7,1,1,1,4,13,4,14,9,16,7,1,2,6,12,0,5,13,7,16,14,1,16,7,18,16,16,18,11,2,0,14,10,11,15,17,15,11,5,16,9,11,10,8,20,3,1,16,10,9,29
94,Stop_094,38000,1000,1306,14,6,9,8,1,2,5,6,3,7,3,5,1,0,6,4,0,0,7,2,5,6,3,3,3,7,3,6,3,5,4,6,5,2,5,5,5,0,5,2,3,4,4,1,0,4,4,4,0,2,0,3,4,2,2,4,1,0,0,2,3,1,2,3,2,1,1,1,0,1,0,2,2,0,2,1,1,2,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,2,1,1,2,1,0,1,0,2,1,2,1,1,2,3,2,1,0,3,2,3,1,1,1,0,4,0,3,2,4,0,1,3,4,5,1,0,4,2,3,4,2,5,0,1,0,4,2,0,1,5,6,3,6,0,6,1,6,2,1,3,2,6,2,3,8,1,7,6,7,5,3,8,6,5,7,2,2,8,4,10,1,1,8,5,4,4,6,6,6,3,5,9,9,7,6,8,4,9,3,10,7,6,12,10,11,10,8,4,3,8,10,12,7,12,4,3,7,2,7,5,2,10,1,11,1,11,4,14,2,15,10,9,12,6,0,4,6,2,2,3,0,8,5,6,11,13,6,13,11,9,2,1,2,3,9,0,10,10,7,10,6,14,17,5,2,18,1,3,16,4,18,12,9,9,16,8,13,6,14,11,2,17,15,9,6,10,39
95,Stop_095,38400,1000,1332,13,8,8,7,4,8,1,2,8,3,1,4,8,1,4,3,7,2,1,4,1,1,0,7,2,4,1,5,0,3,2,4,6,1,5,0,2,2,5,5,1,2,1,3,1,1,1,3,4,1,3,2,1,2,3,3,3,2,3,1,2,1,0,3,1,3,0,0,0,1,2,2,1,1,1,0,1,1,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,2,1,0,0,2,2,3,1,3,1,3,2,3,0,2,2,2,2,0,3,4,2,1,4,2,4,0,3,5,4,5,0,5,4,4,1,0,1,1,2,2,5,6,6,1,0,6,7,1,4,3,0,1,6,0,3,6,3,1,2,2,8,7,8,1,4,8,7,2,1,1,2,2,2,8,5,5,4,8,10,6,7,3,0,5,5,7,3,6,9,8,1,9,10,5,7,4,9,11,11,1,12,10,4,8,5,10,2,0,4,11,13,5,10,5,4,6,8,13,9,9,13,7,4,6,6,14,10,12,0,1,4,9,12,11,15,4,5,12,6,15,13,9,14,12,14,9,11,13,11,15,2,3,10,17,5,1,13,9,16,3,16,18,9,7,7,12,9,10,3,14,5,5,6,8,13,17,2,11,5,9,12,14,6,3
96,Stop_096,38800,1000,1345,8,7,7,7,5,3,2,3,0,6,7,3,2,4,5,7,4,7,5,4,5,2,0,7,7,1,0,0,6,5,1,2,5,4,0,0,0,4,3,4,3,0,2,4,2,3,2,5,2,0,4,1,3,2,2,0,2,3,3,4,1,1,2,2,2,0,1,1,1,1,0,2,2,2,1,2,2,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,2,1,0,1,1,0,0,3,3,2,2,3,4,4,2,1,0,4,4,2,3,4,4,1,5,3,2,4,4,3,1,0,4,4,0,5,2,2,5,3,7,3,2,6,1,3,6,6,5,1,8,6,0,1,6,3,8,6,8,5,8,7,4,1,6,0,4,8,1,5,2,5,9,8,0,5,10,4,9,8,5,5,1,1,0,5,10,1,2,3,6,2,9,8,7,0,12,10,8,12,5,12,4,2,12,2,11,7,5,7,4,2,9,11,4,12,2,2,6,12,6,12,5,2,7,14,0,11,13,15,9,7,8,2,13,12,9,2,15,8,2,15,9,4,10,17,16,7,6,6,17,11,7,10,8,11,5,13,17,18,4,4,17,3,9,9,15,14,14,3,8,17,18,13,14,7,20
97,Stop_097,39200,1000,1328,12,5,1,7,7,4,4,1,5,5,0,7,3,5,3,7,3,8,1,6,7,2,7,1,7,6,4,6,1,2,5,1,2,6,1,4,1,1,4,4,5,5,2,2,0,3,2,1,1,3,2,0,4,1,0,3,3,0,3,3,3,0,3,2,3,0,2,1,1,0,1,1,2,1,2,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,2,1,1,2,2,2,1,2,0,0,3,1,3,2,3,0,4,1,3,3,1,4,1,3,1,3,2,3,1,5,1,4,1,3,5,2,4,2,4,5,4,4,3,6,1,2,2,2,6,5,5,6,7,5,1,2,6,3,7,0,6,1,5,8,1,6,0,6,7,5,9,8,8,4,2,8,1,0,9,7,9,10,1,7,5,4,10,5,10,3,6,1,2,5,3,4,3,3,8,6,7,7,6,2,11,3,7,13,3,11,6,7,8,6,12,7,10,9,4,8,9,13,1,9,12,11,0,4,4,4,1,12,1,5,4,3,7,2,14,15,6,13,10,11,15,10,12,15,4,13,3,11,4,3,12,11,4,14,10,15,10,14,6,1,17,4,4,9,2,13,11,16,1,7,9,1,13,15,17,16,17,26
98,Stop_098,39600,1000,1191,19,7,7,4,3,4,3,4,6,0,5,2,1,5,3,1,1,7,7,2,0,1,1,6,6,7,4,6,0,2,0,4,4,6,3,2,1,1,2,1,5,1,5,4,3,5,2,2,2,5,4,2,0,2,4,4,2,3,1,3,1,3,0,1,3,1,1,2,2,0,1,0,2,2,2,0,1,1,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,2,0,0,0,1,2,1,1,3,3,1,1,0,0,0,2,3,3,0,3,3,2,3,3,1,2,1,0,0,3,0,1,3,3,3,5,4,5,3,5,5,3,1,1,5,1,3,5,5,3,4,2,4,5,1,5,1,5,2,7,5,1,7,1,3,3,7,3,9,6,5,7,3,6,2,8,7,4,2,6,4,5,5,9,4,0,3,5,4,6,1,7,8,7,10,4,3,2,6,1,6,4,9,4,1,2,3,11,7,9,13,0,1,1,2,8,9,13,7,11,6,5,7,9,13,5,6,5,7,6,3,6,3,15,8,11,15,9,10,13,6,12,13,6,6,13,16,11,15,8,5,1,12,15,2,14,14,6,0,10,13,9,6,10,0,2,8,1,7,6,0,18,12,17,13,2,4,7,1,2,1,7
99,Stop_099,40000,1000,1287,10,8,0,5,6,9,9,5,9,9,1,2,4,6,0,4,7,3,4,2,8,4,2,3,2,1,4,3,5,4,6,0,4,4,1,4,0,4,2,3,3,1,4,3,4,3,2,2,1,0,4,2,4,3,4,0,3,2,1,0,3,2,1,3,2,3,1,1,2,0,2,1,1,1,1,2,1,0,1,1,2,0,1,2,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,2,0,1,0,1,1,1,1,1,0,2,3,2,1,2,2,3,3,1,2,2,2,1,0,4,4,2,1,2,3,1,1,4,1,3,4,5,4,3,3,1,1,4,2,0,1,3,6,2,1,4,7,6,7,1,5,6,1,2,7,5,4,7,4,5,6,4,6,6,8,8,3,3,7,2,6,6,4,7,2,1,2,7,7,1,9,2,4,3,10,8,0,3,8,9,2,6,10,7,12,9,3,7,6,4,2,9,4,9,5,1,8,11,3,8,2,3,10,8,3,9,0,11,14,2,13,1,10,14,3,1,4,3,12,11,0,15,13,0,8,4,10,15,10,7,7,5,8,16,11,12,0,12,13,16,9,5,12,3,15,12,2,13,3,16,12,15,9,1,18,3,1,11,0,5,7,10,1,12,10,18,9,30
100,Stop_100,40400,1000,1206,19,8,3,3,9,2,7,5,7,8,8,5,5,2,0,5,3,1,7,7,1,8,8,1,4,1,3,1,2,0,1,1,2,5,3,5,4,6,0,5,1,2,3,1,2,5,3,1,3,1,4,3,1,1,2,3,1,0,0,2,3,3,1,3,0,1,2,0,0,1,2,3,2,1,1,0,2,1,2,1,0,0,2,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,2,2,2,3,2,1,2,0,1,1,3,2,4,2,3,1,1,2,1,1,3,1,0,4,1,0,3,1,3,0,1,3,1,1,1,0,6,3,5,3,3,1,0,0,3,0,6,2,2,7,4,2,4,5,1,2,1,6,8,5,5,8,8,2,0,8,8,7,3,2,7,1,9,8,5,9,6,9,0,5,10,1,4,1,0,10,10,2,4,1,3,1,3,10,10,6,3,7,12,10,5,9,6,7,1,9,11,6,1,0,7,5,12,8,11,13,6,7,4,9,6,10,14,0,2,10,2,5,8,11,0,6,9,5,11,7,14,10,12,9,1,4,8,11,7,5,5,12,12,9,10,13,3,5,17,17,18,1,7,5,2,4,10,2,6,6,5,5,9,18,17,3,10,19,6,7
101,Stop_101,40800,1000,1174,3,10,1,6,1,7,0,7,3,9,6,0,2,2,9,4,6,8,2,7,1,7,4,6,6,3,1,5,4,2,2,1,1,6,2,1,4,3,6,3,5,5,5,2,3,1,4,1,4,4,1,4,0,0,4,3,4,4,3,2,3,2,2,4,1,3,3,3,1,0,1,1,1,1,2,0,1,0,1,1,1,2,2,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,2,0,0,0,1,1,0,1,1,1,2,1,3,2,2,2,3,1,2,3,2,4,3,2,4,2,2,3,0,2,2,0,4,5,0,4,5,1,3,3,1,6,4,1,3,5,4,4,5,5,6,4,1,4,2,7,5,6,1,6,4,3,4,1,8,3,5,3,6,1,6,5,2,4,2,2,7,7,2,0,6,3,1,4,7,3,1,3,3,2,8,4,3,6,2,5,9,1,1,8,8,5,9,3,4,4,7,4,6,0,2,6,4,4,5,2,2,13,11,2,11,0,8,5,9,11,1,0,6,8,1,13,3,8,10,4,7,12,10,4,15,5,15,7,7,10,1,2,10,8,14,11,12,3,11,12,0,14,3,6,17,4,13,2,7,4,15,16,8,5,5,3,3,16,7,18,2,14,16,18
102,Stop_102,41200,1000,1194,2,2,5,1,6,9,4,5,8,9,3,4,3,5,2,5,3,8,1,5,5,1,7,3,4,2,6,4,2,6,5,2,1,4,4,4,2,2,2,3,0,4,5,5,0,2,1,4,5,3,4,2,3,1,4,2,1,2,1,1,2,1,0,3,3,1,3,1,1,0,2,2,2,0,2,0,1,1,0,0,2,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,2,2,1,1,2,3,2,0,3,2,1,1,1,0,3,1,2,1,2,0,1,2,4,0,4,1,4,2,3,3,3,3,3,4,4,3,6,1,1,1,2,2,0,5,4,0,2,5,2,0,2,2,6,2,5,5,4,5,2,7,5,6,6,2,5,6,4,7,4,2,6,2,5,8,0,1,5,0,6,7,5,8,10,6,11,1,8,11,8,9,3,1,2,11,7,9,4,3,10,9,0,12,6,4,4,9,1,6,12,9,4,9,3,7,1,13,3,6,5,2,6,11,3,12,11,6,6,0,11,10,11,15,12,15,13,4,7,6,12,9,6,9,9,12,16,0,16,14,9,12,10,11,9,1,1,14,2,8,2,13,15,13,11,5,4,1,10,1,1,1,15,24
103,Stop_103,41600,1000,1203,7,3,8,9,3,1,0,4,5,9,1,7,1,8,7,7,1,1,7,1,4,7,0,5,6,4,7,4,1,1,4,6,0,3,3,1,3,3,3,5,1,5,3,5,1,5,1,1,3,5,1,5,4,2,3,2,2,4,0,2,3,2,2,3,3,2,1,3,2,3,2,1,1,2,1,1,3,2,1,1,0,2,0,2,1,2,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,2,0,1,2,1,1,1,0,0,2,1,1,1,3,2,2,2,1,1,2,4,3,1,0,4,0,2,1,4,2,2,1,2,2,4,1,3,4,1,2,5,4,3,4,1,4,5,5,3,0,5,5,6,3,2,0,3,5,5,4,7,5,6,1,1,5,4,6,3,3,5,5,6,3,7,2,1,5,10,4,6,0,6,8,5,7,9,5,1,9,2,5,9,7,7,3,9,8,3,6,9,9,3,2,4,12,7,1,3,13,9,3,7,1,4,6,7,11,9,8,10,3,12,6,10,3,3,14,5,6,2,3,7,7,6,3,14,8,12,9,13,0,1,14,3,3,1,0,7,7,11,5,12,17,5,9,5,14,2,13,14,12,3,14,1,14,12,11,13,7,10,7,16,2,18,3,11
104,Stop_104,42000,1000,1284,7,8,10,4,2,6,10,0,6,6,8,3,2,1,8,2,7,7,1,4,5,4,4,3,6,6,1,1,4,2,5,5,5,4,2,2,1,1,6,2,1,6,6,4,1,3,2,3,1,4,5,1,4,2,3,1,4,3,3,2,2,4,2,1,3,1,2,3,0,1,3,3,1,3,0,1,2,2,1,2,1,0,0,1,1,2,1,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,2,1,0,2,0,0,1,1,2,0,2,1,1,1,3,0,4,3,3,3,2,3,3,4,1,3,3,4,3,2,2,2,4,4,2,3,5,4,2,6,3,2,0,2,3,4,2,3,2,5,4,6,4,2,3,4,0,6,0,7,5,4,4,7,6,1,4,7,4,6,8,5,5,2,8,5,2,8,5,5,5,7,8,5,10,6,9,8,4,0,7,3,1,4,6,10,2,9,10,2,4,7,4,0,1,5,8,8,12,12,5,12,13,9,4,1,9,1,9,2,12,7,13,7,8,12,4,8,4,7,0,3,9,14,6,3,9,2,4,2,13,9,8,10,12,8,14,8,0,7,13,5,11,13,0,15,15,2,14,12,16,9,11,2,15,14,14,0,15,6,19,11,6,2,12,25
105,Stop_105,42400,1000,1215,10,8,7,3,3,1,3,5,8,5,5,5,3,6,3,5,4,7,2,1,4,0,2,5,0,1,5,5,7,2,1,2,2,5,3,6,4,4,4,2,3,3,1,4,5,4,1,4,0,0,3,4,2,3,3,5,4,1,1,4,4,4,1,4,3,2,1,1,1,3,1,1,3,3,3,1,0,1,2,0,1,2,0,2,2,2,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,2,3,2,2,3,2,3,1,0,1,1,3,4,1,2,2,4,4,4,1,3,3,2,1,4,1,5,3,2,3,3,0,1,6,1,4,0,4,4,4,2,6,4,5,4,4,6,2,7,5,1,1,3,2,0,6,5,6,2,3,1,4,2,8,1,0,2,8,8,7,8,1,10,7,5,1,8,0,10,2,10,5,9,3,6,3,5,6,4,4,3,9,5,1,5,11,8,5,11,6,6,2,4,10,4,8,2,8,2,1,11,4,2,11,13,8,9,10,13,6,6,1,11,6,9,9,7,9,3,5,8,11,2,1,11,6,7,13,8,4,1,7,3,6,6,12,8,17,11,4,0,11,18,16,7,3,5,10,12,14,12,6,16,6,2,1,15,16,35
106,Stop_106,42800,1000,1300,5,9,3,6,6,2,2,5,2,6,9,4,6,1,2,8,1,4,6,7,8,6,3,0,6,8,1,3,5,2,5,3,1,5,6,5,2,5,6,5,2,5,3,6,5,5,4,1,4,3,4,4,0,4,3,1,3,2,3,0,4,1,4,0,2,2,3,2,2,1,2,1,1,1,3,2,1,2,2,2,0,0,0,0,2,1,1,1,0,2,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,2,1,2,3,1,2,2,3,2,3,2,2,2,3,1,0,1,1,1,1,2,2,4,4,0,1,4,5,4,4,1,4,1,4,1,3,2,0,1,4,2,1,3,3,0,2,5,1,3,1,5,6,2,1,5,7,3,7,3,1,1,5,7,6,3,2,5,3,5,2,8,4,6,2,3,8,3,8,9,7,3,3,1,2,9,1,11,7,4,1,11,2,2,1,9,11,11,7,3,4,3,10,6,4,11,4,5,12,7,12,2,10,7,14,11,6,10,5,14,14,13,6,11,2,4,10,11,3,9,12,9,9,8,4,6,12,16,12,14,6,15,15,16,16,4,3,2,4,12,16,16,17,7,13,9,2,6,2,7,6,4,3,13,15,18,18,2,14,11,14
